beds,bathrooms,Price_Night,Cleanliness_rating,Accuracy_rating,Communication_rating,Location_rating,Check-in_rating,Value_rating,amenities_count
1.0,1.0,107,5.0,5.0,5.0,5.0,5.0,5.0,71.0
1.0,1.0,79,4.8,5.0,5.0,5.0,5.0,4.9,46.0
2.0,1.0,188,4.8,5.0,4.8,5.0,5.0,4.7,20.0
1.0,1.0,89,4.9,5.0,4.9,5.0,5.0,4.7,40.0
2.0,1.0,120,4.6,4.8,4.8,4.9,4.8,4.5,26.0
3.0,1.0,74,4.9,4.9,4.9,4.9,4.9,4.8,40.0
2.0,1.0,149,4.8,4.9,5.0,4.9,4.9,4.7,33.0
7.0,3.0,533,4.8,5.0,5.0,5.0,4.9,4.6,24.0
2.0,1.0,231,4.9,5.0,5.0,5.0,5.0,4.8,64.0
2.0,1.0,102,5.0,5.0,5.0,4.9,4.9,4.8,31.0
5.0,2.0,350,4.9,5.0,4.9,4.9,5.0,4.8,36.0
5.0,2.0,286,4.8,5.0,5.0,5.0,5.0,4.8,26.0
5.0,1.5,132,5.0,5.0,5.0,5.0,5.0,5.0,61.0
2.0,1.5,114,4.7,5.0,4.9,5.0,4.9,4.7,30.0
3.0,2.5,250,5.0,5.0,5.0,5.0,5.0,4.9,70.0
7.0,5.5,750,5.0,5.0,5.0,4.9,5.0,4.9,73.0
2.0,2.0,216,4.9,5.0,5.0,5.0,5.0,4.8,53.0
4.0,2.0,150,5.0,4.9,5.0,4.9,5.0,4.5,47.0
5.0,1.5,211,4.6,4.8,4.9,4.9,4.9,4.3,56.0
2.0,1.0,68,4.9,5.0,5.0,5.0,5.0,4.8,31.0
2.0,1.0,67,4.9,5.0,5.0,5.0,4.9,4.9,44.0
5.0,3.5,398,4.9,5.0,5.0,5.0,4.9,4.7,50.0
1.0,1.0,87,5.0,5.0,5.0,5.0,5.0,4.9,31.0
2.0,1.0,203,5.0,4.9,5.0,4.9,4.9,4.7,22.0
4.0,2.0,353,4.8,5.0,5.0,5.0,5.0,4.7,32.0
1.0,1.0,79,4.9,5.0,5.0,4.9,5.0,4.9,37.0
5.0,2.0,190,4.8,4.9,4.9,4.9,5.0,4.7,52.0
2.0,2.0,171,4.6,4.8,4.8,5.0,4.8,4.5,27.0
3.0,1.0,188,4.8,4.9,5.0,5.0,5.0,4.7,64.0
7.0,1.0,329,4.9,4.9,5.0,5.0,5.0,4.6,44.0
2.0,1.0,121,4.9,4.9,4.9,5.0,4.9,4.7,61.0
6.0,2.0,120,4.7,4.9,4.9,4.9,4.9,4.7,15.0
1.0,1.0,49,4.9,4.9,5.0,4.9,5.0,4.8,40.0
4.0,1.0,75,4.8,4.9,4.9,4.9,4.9,4.7,31.0
1.0,1.0,114,5.0,5.0,5.0,4.8,5.0,4.8,52.0
3.0,1.0,80,4.7,4.9,4.9,4.9,4.9,4.9,26.0
5.0,2.0,141,5.0,5.0,5.0,5.0,5.0,4.9,43.0
1.0,1.0,225,5.0,4.9,5.0,5.0,5.0,4.8,59.0
1.0,1.0,76,4.9,5.0,5.0,5.0,5.0,5.0,20.0
3.0,2.0,111,5.0,4.7,5.0,5.0,5.0,4.3,39.0
1.0,1.0,250,5.0,5.0,4.6,5.0,5.0,4.6,21.0
2.0,1.0,108,4.9,4.8,4.8,4.8,5.0,4.7,48.0
4.0,1.0,98,5.0,4.9,5.0,5.0,4.9,4.9,22.0
3.0,1.0,140,4.9,4.8,4.8,4.7,4.7,4.4,33.0
7.0,4.0,956,5.0,5.0,5.0,5.0,5.0,5.0,62.0
2.0,1.0,171,4.9,5.0,4.9,5.0,4.9,4.7,45.0
4.0,3.0,146,4.7,4.8,4.8,5.0,5.0,4.9,23.0
1.0,1.0,127,4.9,4.9,5.0,5.0,4.9,4.8,39.0
2.0,1.0,126,4.8,5.0,5.0,5.0,5.0,4.8,58.0
3.0,1.0,98,5.0,5.0,4.9,5.0,5.0,5.0,49.0
5.0,1.5,185,4.9,5.0,4.9,4.8,4.9,4.6,51.0
1.0,1.0,66,4.9,4.7,4.6,5.0,4.8,4.8,12.0
3.0,1.0,76,5.0,5.0,5.0,5.0,5.0,4.9,41.0
1.0,1.0,78,4.9,5.0,5.0,5.0,5.0,4.9,36.0
4.0,1.5,249,4.1,4.3,4.7,5.0,4.8,4.4,43.0
1.0,1.0,100,4.9,4.9,5.0,5.0,5.0,4.9,60.0
2.0,1.0,100,4.1,4.4,4.9,4.9,5.0,3.7,20.0
1.0,1.0,107,5.0,5.0,5.0,5.0,5.0,4.9,37.0
2.0,1.0,113,4.8,4.8,4.8,5.0,4.8,4.7,39.0
3.0,1.0,221,4.9,5.0,5.0,4.9,5.0,4.8,51.0
5.0,2.5,489,4.3,4.7,4.9,5.0,4.9,4.6,37.0
5.0,3.0,326,4.8,4.9,5.0,4.9,5.0,4.8,45.0
8.0,2.5,382,4.7,4.8,5.0,4.9,5.0,4.7,62.0
5.0,2.0,299,4.8,5.0,5.0,5.0,5.0,4.6,44.0
3.0,1.0,162,4.9,4.9,5.0,5.0,5.0,4.5,31.0
2.0,1.0,273,4.1,4.8,4.9,4.8,4.8,4.4,30.0
3.0,1.0,84,4.7,4.9,5.0,5.0,5.0,4.7,37.0
8.0,4.5,215,4.7,4.8,4.9,5.0,5.0,4.7,41.0
1.0,1.0,87,4.7,4.8,5.0,5.0,4.9,4.7,59.0
1.0,1.0,65,4.8,4.9,5.0,4.9,4.9,4.9,19.0
3.0,1.5,175,5.0,5.0,5.0,4.9,5.0,4.8,58.0
3.0,2.0,122,4.9,4.9,4.9,4.8,5.0,4.5,15.0
4.0,4.0,482,5.0,5.0,4.7,5.0,4.7,4.5,47.0
3.0,2.0,152,4.1,4.3,4.8,4.9,4.8,4.2,26.0
3.0,1.0,98,4.5,4.8,4.8,4.9,4.8,4.6,45.0
6.0,4.0,320,4.6,4.8,5.0,5.0,5.0,4.3,52.0
6.0,2.5,233,4.1,4.7,4.9,4.8,4.9,4.2,37.0
2.0,1.0,144,4.7,4.9,5.0,5.0,4.9,4.7,28.0
1.0,1.0,64,4.5,4.8,4.9,4.9,4.9,4.7,20.0
3.0,2.0,150,5.0,4.7,4.7,4.3,5.0,4.3,29.0
1.0,1.0,77,4.8,4.9,4.9,4.8,5.0,4.5,24.0
5.0,3.5,181,5.0,5.0,5.0,5.0,5.0,4.8,50.0
1.0,1.0,54,4.9,5.0,5.0,4.9,5.0,4.9,40.0
2.0,2.0,143,4.9,4.9,5.0,4.9,4.9,4.8,59.0
1.0,1.0,56,5.0,5.0,5.0,5.0,5.0,4.8,43.0
1.0,1.0,86,4.5,4.9,5.0,5.0,4.9,4.6,33.0
2.0,1.5,152,4.8,4.8,4.9,4.9,5.0,4.7,66.0
3.0,1.0,98,5.0,5.0,4.8,5.0,5.0,4.7,49.0
10.0,2.5,795,5.0,5.0,5.0,5.0,5.0,4.8,34.0
5.0,2.5,312,4.7,4.8,4.9,4.8,5.0,4.6,32.0
1.0,1.0,34,4.9,4.9,5.0,4.9,4.9,4.9,13.0
2.0,1.0,180,4.9,4.5,4.7,4.9,4.7,4.5,34.0
6.0,2.0,119,4.5,4.9,4.9,5.0,4.8,4.5,38.0
2.0,1.0,151,4.7,4.8,5.0,5.0,4.9,4.7,50.0
2.0,1.0,130,5.0,5.0,5.0,5.0,5.0,4.6,28.0
2.0,2.0,143,4.7,5.0,5.0,4.7,5.0,5.0,45.0
12.0,5.5,581,4.5,4.8,5.0,5.0,4.9,4.7,69.0
4.0,3.0,739,5.0,4.9,4.8,5.0,4.8,4.8,49.0
1.0,1.0,117,4.9,4.9,4.9,4.9,4.9,4.7,20.0
2.0,1.0,165,4.9,5.0,5.0,4.9,5.0,4.8,46.0
3.0,2.0,121,4.8,4.9,4.9,5.0,4.9,4.7,32.0
1.0,1.0,108,4.8,4.7,4.8,5.0,4.8,4.7,29.0
3.0,2.0,129,4.8,4.8,4.9,5.0,4.7,4.6,31.0
2.0,1.5,240,4.9,5.0,5.0,5.0,4.9,4.8,33.0
1.0,1.0,78,4.8,5.0,4.9,4.9,5.0,4.9,54.0
2.0,1.5,113,4.8,5.0,5.0,5.0,5.0,4.8,38.0
3.0,2.0,80,4.7,4.8,5.0,5.0,5.0,4.7,24.0
2.0,1.0,104,4.9,4.9,4.9,4.9,4.9,4.3,29.0
